17;100;8;INSERT;NATURAL_SOLUTION;1.82;ms;2.20624;2.20624;
17;100;17;INSERT;NATURAL_SOLUTION;1.6964;ms;0.0441247;0;
17;100;8;INSERT;RANDOM_SOLUTION;1.83393;ms;0.999444;0;
17;100;17;INSERT;RANDOM_SOLUTION;1.61668;ms;1.11543;0;
17;100;8;INSERT;GREEDY_RANDOM;1.17233;ms;0.14605;0;
17;100;17;INSERT;GREEDY_RANDOM;1.20345;ms;0.511314;0;
17;100;8;SWAP;NATURAL_SOLUTION;1.04407;ms;0.0102263;0;
17;100;17;SWAP;NATURAL_SOLUTION;1.28088;ms;0.623706;0.623501;
17;100;8;SWAP;RANDOM_SOLUTION;1.10562;ms;1.61919;0;
17;100;17;SWAP;RANDOM_SOLUTION;1.04211;ms;2.17723;0;
17;100;8;SWAP;GREEDY_RANDOM;1.04084;ms;0.840667;0;
17;100;17;SWAP;GREEDY_RANDOM;1.02082;ms;1.03168;0;
17;100;8;INVERT;NATURAL_SOLUTION;1.28042;ms;0.0206336;0;
17;100;17;INVERT;NATURAL_SOLUTION;1.04561;ms;0.000412673;0;
17;100;8;INVERT;RANDOM_SOLUTION;1.82091;ms;0.156363;0;
17;100;17;INVERT;RANDOM_SOLUTION;1.65642;ms;0.0990505;0;
17;100;8;INVERT;GREEDY_RANDOM;1.61313;ms;0.0451465;0;
17;100;17;INVERT;GREEDY_RANDOM;1.47226;ms;0.038313;0;
17;1000;8;INSERT;NATURAL_SOLUTION;18.6694;ms;0.00076626;0;
17;1000;17;INSERT;NATURAL_SOLUTION;18.7934;ms;1.53252e-05;0;
17;1000;8;INSERT;RANDOM_SOLUTION;18.7559;ms;0.176499;0;
17;1000;17;INSERT;RANDOM_SOLUTION;18.6351;ms;0.0217554;0;
17;1000;8;INSERT;GREEDY_RANDOM;19.1727;ms;0.000435108;0;
17;1000;17;INSERT;GREEDY_RANDOM;17.9435;ms;0.038378;0;
17;1000;8;SWAP;NATURAL_SOLUTION;14.9789;ms;0.00076756;0;
17;1000;17;SWAP;NATURAL_SOLUTION;14.9396;ms;0.239824;0.239808;
17;1000;8;SWAP;RANDOM_SOLUTION;15.0188;ms;0.217746;0;
17;1000;17;SWAP;RANDOM_SOLUTION;15.2004;ms;0.27294;0;
17;1000;8;SWAP;GREEDY_RANDOM;15.164;ms;0.274044;0;
17;1000;17;SWAP;GREEDY_RANDOM;17.0233;ms;0.0774233;0;
17;1000;8;INVERT;NATURAL_SOLUTION;18.4005;ms;0.00154847;0;
17;1000;17;INVERT;NATURAL_SOLUTION;17.428;ms;3.09693e-05;0;
17;1000;8;INVERT;RANDOM_SOLUTION;18.2286;ms;0.00959295;0;
17;1000;17;INVERT;RANDOM_SOLUTION;17.3846;ms;0.000191859;0;
17;1000;8;INVERT;GREEDY_RANDOM;17.5277;ms;0.0048;0;
17;1000;17;INVERT;GREEDY_RANDOM;17.9706;ms;9.6e-05;0;
17;5000;8;INSERT;NATURAL_SOLUTION;91.5994;ms;1.92e-06;0;
17;5000;17;INSERT;NATURAL_SOLUTION;91.832;ms;3.84e-08;0;
17;5000;8;INSERT;RANDOM_SOLUTION;91.2766;ms;0.125659;0;
17;5000;17;INSERT;RANDOM_SOLUTION;91.8855;ms;0.00251319;0;
17;5000;8;INSERT;GREEDY_RANDOM;91.4377;ms;5.02638e-05;0;
17;5000;17;INSERT;GREEDY_RANDOM;91.7688;ms;1.00528e-06;0;
17;5000;8;SWAP;NATURAL_SOLUTION;75.2354;ms;2.01055e-08;0;
17;5000;17;SWAP;NATURAL_SOLUTION;75.5847;ms;4.0211e-10;0;
17;5000;8;SWAP;RANDOM_SOLUTION;75.6917;ms;0.16211;0;
17;5000;17;SWAP;RANDOM_SOLUTION;75.3738;ms;0.0387338;0;
17;5000;8;SWAP;GREEDY_RANDOM;74.6675;ms;0.51972;0;
17;5000;17;SWAP;GREEDY_RANDOM;75.7933;ms;0.0247829;0;
17;5000;8;INVERT;NATURAL_SOLUTION;87.5559;ms;0.000495658;0;
17;5000;17;INVERT;NATURAL_SOLUTION;89.0511;ms;9.91315e-06;0;
17;5000;8;INVERT;RANDOM_SOLUTION;87.981;ms;0.00479636;0;
17;5000;17;INVERT;RANDOM_SOLUTION;89.2796;ms;9.59272e-05;0;
17;5000;8;INVERT;GREEDY_RANDOM;87.4456;ms;1.91854e-06;0;
17;5000;17;INVERT;GREEDY_RANDOM;89.3089;ms;3.83709e-08;0;
39;100;19;INSERT;NATURAL_SOLUTION;14.8462;ms;15.098;15.098;
39;100;39;INSERT;NATURAL_SOLUTION;13.3369;ms;14.681;14.3791;
39;100;19;INSERT;RANDOM_SOLUTION;13.5867;ms;23.2361;6.86275;
39;100;39;INSERT;RANDOM_SOLUTION;13.5317;ms;25.8464;8.82353;
