17;0.995;INSERT;NATURAL_SOLUTION;5.14;ms;7.42062;0;
17;0.995;INSERT;RANDOM_SOLUTION;5.1628;ms;8.07071;0;
17;0.995;INSERT;GREEDY_RANDOM;5.24326;ms;3.26357;0;
17;0.995;SWAP;NATURAL_SOLUTION;4.96487;ms;11.5722;0;
17;0.995;SWAP;RANDOM_SOLUTION;5.0793;ms;11.1772;0;
17;0.995;SWAP;GREEDY_RANDOM;5.32159;ms;3.23649;0;
17;0.995;INVERT;NATURAL_SOLUTION;5.12643;ms;2.9242;0;
17;0.995;INVERT;RANDOM_SOLUTION;5.18253;ms;2.48342;0;
17;0.995;INVERT;GREEDY_RANDOM;5.04365;ms;0.919692;0;
17;0.999;INSERT;NATURAL_SOLUTION;26.1009;ms;2.51432;0;
17;0.999;INSERT;RANDOM_SOLUTION;26.662;ms;1.88434;0;
17;0.999;INSERT;GREEDY_RANDOM;26.8732;ms;2.20172;0;
17;0.999;SWAP;NATURAL_SOLUTION;25.7575;ms;5.03396;0;
17;0.999;SWAP;RANDOM_SOLUTION;26.0751;ms;5.36687;0;
17;0.999;SWAP;GREEDY_RANDOM;25.8415;ms;2.00374;0;
17;0.999;INVERT;NATURAL_SOLUTION;26.3368;ms;0.457341;0;
17;0.999;INVERT;RANDOM_SOLUTION;27.8867;ms;0.339123;0;
17;0.999;INVERT;GREEDY_RANDOM;25.8977;ms;0.220691;0;
17;0.9995;INSERT;NATURAL_SOLUTION;51.538;ms;1.2754;0;
17;0.9995;INSERT;RANDOM_SOLUTION;53.3908;ms;1.56699;0;
17;0.9995;INSERT;GREEDY_RANDOM;52.2678;ms;1.81647;0;
17;0.9995;SWAP;NATURAL_SOLUTION;52.2054;ms;4.53897;0;
17;0.9995;SWAP;RANDOM_SOLUTION;51.4841;ms;5.88742;0;
17;0.9995;SWAP;GREEDY_RANDOM;51.7097;ms;2.17818;0;
17;0.9995;INVERT;NATURAL_SOLUTION;51.9142;ms;0.202796;0;
17;0.9995;INVERT;RANDOM_SOLUTION;51.8383;ms;0.175759;0;
17;0.9995;INVERT;GREEDY_RANDOM;51.7568;ms;0.0725799;0;
39;0.995;INSERT;NATURAL_SOLUTION;5.93514;ms;39.0812;29.6078;
39;0.995;INSERT;RANDOM_SOLUTION;5.1787;ms;68.7607;47.1242;
39;0.995;INSERT;GREEDY_RANDOM;5.10357;ms;20.9922;7.05882;
39;0.995;SWAP;NATURAL_SOLUTION;5.04207;ms;45.1035;32.7451;
39;0.995;SWAP;RANDOM_SOLUTION;5.14084;ms;81.8812;53.1373;
39;0.995;SWAP;GREEDY_RANDOM;5.12282;ms;22.5161;10;
39;0.995;INVERT;NATURAL_SOLUTION;5.00246;ms;53.981;35.6209;
39;0.995;INVERT;RANDOM_SOLUTION;5.16005;ms;104.375;63.5948;
39;0.995;INVERT;GREEDY_RANDOM;5.1032;ms;23.1215;9.73856;
39;0.999;INSERT;NATURAL_SOLUTION;24.7021;ms;25.6833;9.60784;
39;0.999;INSERT;RANDOM_SOLUTION;25.454;ms;29.1111;9.21569;
39;0.999;INSERT;GREEDY_RANDOM;25.3291;ms;10.7077;4.8366;
39;0.999;SWAP;NATURAL_SOLUTION;25.3066;ms;28.4494;17.0588;
39;0.999;SWAP;RANDOM_SOLUTION;25.2861;ms;45.1742;23.7255;
39;0.999;SWAP;GREEDY_RANDOM;25.1457;ms;16.8969;8.62745;
39;0.999;INVERT;NATURAL_SOLUTION;25.2429;ms;44.2425;30.5882;
39;0.999;INVERT;RANDOM_SOLUTION;25.6249;ms;68.2378;41.0458;
39;0.999;INVERT;GREEDY_RANDOM;25.3725;ms;19.8811;8.10458;
39;0.9995;INSERT;NATURAL_SOLUTION;50.3274;ms;21.5466;10.6536;
39;0.9995;INSERT;RANDOM_SOLUTION;51.0065;ms;21.3434;10.5882;
39;0.9995;INSERT;GREEDY_RANDOM;50.3801;ms;11.985;3.20261;
39;0.9995;SWAP;NATURAL_SOLUTION;50.0876;ms;24.4266;12.7451;
39;0.9995;SWAP;RANDOM_SOLUTION;50.6418;ms;36.831;19.4771;
39;0.9995;SWAP;GREEDY_RANDOM;50.3728;ms;16.2111;8.10458;
39;0.9995;INVERT;NATURAL_SOLUTION;50.5075;ms;41.004;26.0784;
39;0.9995;INVERT;RANDOM_SOLUTION;51.0901;ms;61.0149;35.2941;
39;0.9995;INVERT;GREEDY_RANDOM;50.4818;ms;19.487;8.10458;
58;0.995;INSERT;NATURAL_SOLUTION;5.94964;ms;136.891;100.469;
58;0.995;INSERT;RANDOM_SOLUTION;5.33899;ms;134.043;80.9214;
58;0.995;INSERT;GREEDY_RANDOM;5.16678;ms;20.9075;6.3989;
58;0.995;SWAP;NATURAL_SOLUTION;5.18334;ms;145.843;101.059;
58;0.995;SWAP;RANDOM_SOLUTION;5.46367;ms;147.318;103.257;
58;0.995;SWAP;GREEDY_RANDOM;5.10927;ms;20.2847;6.26108;
58;0.995;INVERT;NATURAL_SOLUTION;5.06219;ms;114.914;62.8746;
58;0.995;INVERT;RANDOM_SOLUTION;5.56124;ms;113.061;68.4938;
58;0.995;INVERT;GREEDY_RANDOM;5.15122;ms;14.1067;3.1581;
58;0.999;INSERT;NATURAL_SOLUTION;24.463;ms;52.4571;25.0404;
58;0.999;INSERT;RANDOM_SOLUTION;25.6693;ms;54.9238;22.1855;
58;0.999;INSERT;GREEDY_RANDOM;25.3734;ms;13.6841;4.89466;
58;0.999;SWAP;NATURAL_SOLUTION;24.8675;ms;75.7324;48.0055;
58;0.999;SWAP;RANDOM_SOLUTION;25.9373;ms;76.8433;40.5946;
58;0.999;SWAP;GREEDY_RANDOM;25.5387;ms;16.6087;4.79228;
58;0.999;INVERT;NATURAL_SOLUTION;25.0908;ms;22.148;10.2225;
58;0.999;INVERT;RANDOM_SOLUTION;25.5418;ms;23.3245;6.95019;
58;0.999;INVERT;GREEDY_RANDOM;25.2108;ms;6.80758;2.08309;
58;0.9995;INSERT;NATURAL_SOLUTION;50.0642;ms;38.4917;14.3453;
58;0.9995;INSERT;RANDOM_SOLUTION;51.0813;ms;38.855;10.7265;
58;0.9995;INSERT;GREEDY_RANDOM;50.9816;ms;11.0639;4.07167;
58;0.9995;SWAP;NATURAL_SOLUTION;50.0996;ms;61.5204;34.7588;
58;0.9995;SWAP;RANDOM_SOLUTION;51.022;ms;58.3653;27.6905;
58;0.9995;SWAP;GREEDY_RANDOM;50.8804;ms;13.7261;4.79228;
58;0.9995;INVERT;NATURAL_SOLUTION;50.7376;ms;9.13532;2.32329;
58;0.9995;INVERT;RANDOM_SOLUTION;51.1948;ms;9.49233;3.76846;
58;0.9995;INVERT;GREEDY_RANDOM;50.4439;ms;3.61674;0.0196889;
120;0.995;INSERT;NATURAL_SOLUTION;6.64888;ms;324.57;295.102;
120;0.995;INSERT;RANDOM_SOLUTION;7.11298;ms;317.681;271.939;
120;0.995;INSERT;GREEDY_RANDOM;6.18226;ms;35.4475;21.161;
120;0.995;SWAP;NATURAL_SOLUTION;5.96365;ms;317.728;272.097;
120;0.995;SWAP;RANDOM_SOLUTION;6.95927;ms;326.202;276.664;
120;0.995;SWAP;GREEDY_RANDOM;6.31919;ms;34.5549;21.5644;
120;0.995;INVERT;NATURAL_SOLUTION;5.88638;ms;285.149;254.451;
120;0.995;INVERT;RANDOM_SOLUTION;7.11773;ms;295.047;248.992;
120;0.995;INVERT;GREEDY_RANDOM;6.30235;ms;32.7448;20.4552;
120;0.999;INSERT;NATURAL_SOLUTION;25.586;ms;157.734;125.713;
120;0.999;INSERT;RANDOM_SOLUTION;27.3317;ms;154.139;130.409;
120;0.999;INSERT;GREEDY_RANDOM;26.6266;ms;29.7898;19.5765;
120;0.999;SWAP;NATURAL_SOLUTION;25.9725;ms;194.903;159.479;
120;0.999;SWAP;RANDOM_SOLUTION;26.7595;ms;192.321;163.267;
120;0.999;SWAP;GREEDY_RANDOM;26.4352;ms;30.2541;20.7145;
120;0.999;INVERT;NATURAL_SOLUTION;25.7687;ms;106.591;87.3668;
120;0.999;INVERT;RANDOM_SOLUTION;27.2754;ms;102.828;84.068;
120;0.999;INVERT;GREEDY_RANDOM;26.9855;ms;22.2562;14.333;
120;0.9995;INSERT;NATURAL_SOLUTION;50.2397;ms;113.786;78.9974;
120;0.9995;INSERT;RANDOM_SOLUTION;52.0848;ms;109.02;73.5667;
120;0.9995;INSERT;GREEDY_RANDOM;52.2617;ms;27.0067;18.6402;
120;0.9995;SWAP;NATURAL_SOLUTION;50.7052;ms;151.859;121.651;
