SMALL\data10.txt;0;ms;
SMALL\data11.txt;0;ms;
SMALL\data12.txt;0.28;ms;
SMALL\data13.txt;2;ms;
SMALL\data14.txt;4.53;ms;
SMALL\data15.txt;10.88;ms;
SMALL\data16.txt;26.84;ms;
SMALL\data17.txt;68.3;ms;
SMALL\data18.txt;180.49;ms;
TSP\data21.txt;2313.36;ms;
