0.0000 0.0000 0.0000 0.0000 
0.1733 0.0743 0.0248 0.0000 
0.0000 0.0000 0.0000 0.0000 
0.0000 0.0000 0.0000 0.0000 
0.2000 0.4960 0.0720 0.1200 
0.0000 0.0000 0.0000 0.0000 
0.6026 0.4359 0.1090 0.4038 
0.0000 0.0000 0.0000 0.0000 
0.4225 0.4706 0.2620 0.4011 
0.0007 0.0000 0.0000 0.0000 
0.2729 0.2900 0.2030 0.0824 
0.1771 0.1379 0.2830 0.2471 
0.1767 0.2164 0.4960 0.3236 
0.0647 0.0578 0.0425 0.0254 
0.0614 0.0397 0.0104 0.0002 
0.2097 0.1836 0.3508 0.4231 
0.2290 0.2156 0.1988 0.1780 
