0.0694 0.0367 0.0046 0.0009 
0.4893 0.3987 0.2899 0.2675 
0.0348 0.0110 0.0002 0.0017 
0.0501 0.0199 0.0037 0.0001 
1.1443 1.0166 0.8626 0.7968 
0.1183 0.0480 0.0067 0.0037 
1.3971 1.3065 0.9646 0.8998 
0.0398 0.0078 0.0017 0.0017 
1.1138 1.0566 0.8619 0.7846 
0.1130 0.0380 0.0184 0.0097 
0.4789 0.6185 0.5078 0.4021 
0.4058 0.4808 0.5506 0.4675 
0.4922 0.5499 0.7323 0.6325 
0.1572 0.1340 0.0907 0.0841 
0.1415 0.1066 0.0411 0.0273 
0.3534 0.4301 0.7498 1.0843 
0.3244 0.3170 0.3262 0.2427 
